# Every number of the main text of manuscript/draft_v2.md (title to Materials and methods, the six figure captions and the three table captions and bodies, the Data and code availability statement, and the Supporting-information captions), one row per occurrence, in reading order. category: data (checked against the named file at the named line, at the printed precision), design (a fixed setting of the analysis, located in the named file), literature (a value of a cited work, located in the literature table), bound (a stated bound, checked to hold against the file's value), derived (computed from quoted values; the derivation is given), label (a name, index, date or formula constant, not a quantity). Round 17 (the revision of 25 September 2026).
section,paragraph,occurrence,number,category,source_file,locator,note,check,context
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,1.30,design,scripts/15_figures_v2.py,"line 405; anchor: YL_A, YL_B = (1.00, 1.30)","the y-range of panel (a), a plotting setting",ok," a_y q and a_x q; DMT (red) and placebo (blue); y-range 1.00–1.30 nats. (b) The residual, observed minus"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",6,1,label,,,AR(1): a name,ok," y-range 1.00–1.30 nats. (b) The residual, observed minus AR(1)-substituted, per run, in the same uni"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",7,1,label,,,"Figure 1, AR(1), lag-1: names",ok,ad against the size of the level and of the contrast. The AR(1)-substituted estimate exceeds the obse
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,0.049,data,notes/review_results/partB/residual_source.log,line 4; the line holds -0.0489; anchor: Means over all cells: observed sts 1.1377; AR(1) prediction 1.1865 (residual -0.0489),"the mean residual over all cells, −0.0489",ok,"The AR(1)-substituted estimate exceeds the observed level by 0.049 nats on average, and its primary DiD i"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,0.0115,derived,,derived: 0.0924 − 0.0809 = 0.0115 (IRC: the AR(1)-substituted and observed DiDs; equal to the residual DiD),,ok,"49 nats on average, and its primary DiD is larger in size by 0.0115 nats (observed −0.0809, AR(1)-substitu"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,−0.0809,data,notes/review_results/partB/inference_revision.csv,"line 627; the line holds -0.08086620932182387; anchor: pickle,sts ts_gsr W60,primary,did",mean −0.08087,ok,"d its primary DiD is larger in size by 0.0115 nats (observed −0.0809, AR(1)-substituted −0.0924, residual D"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",8,1,label,,,AR(1): a name,ok,"y DiD is larger in size by 0.0115 nats (observed −0.0809, AR(1)-substituted −0.0924, residual DiD +0."
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,−0.0924,data,notes/review_results/partB/inference_revision.csv,"line 225; the line holds -0.09239494050560626; anchor: pickle,diag predicted sts ts_gsr W60,primary,did",mean −0.09239,ok," in size by 0.0115 nats (observed −0.0809, AR(1)-substituted −0.0924, residual DiD +0.0115). (c) The DMT − "
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,+0.0115,data,notes/review_results/partB/inference_revision.csv,"line 231; the line holds 0.011528731183782628; anchor: pickle,diag residual sts ts_gsr W60,primary,did",mean +0.01153,ok,"s (observed −0.0809, AR(1)-substituted −0.0924, residual DiD +0.0115). (c) The DMT − placebo difference of "
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",9,1,label,,,± 1 SEM: a multiplier,ok," difference of the residual per window (mean over subjects ± 1 within-subject SEM), with its expectat"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,+0.0027,data,notes/review_results/partB/calibration_filtered_tables.md,line 8; the line holds 0.0027; anchor: (i) Δa (post filter) | W60,residual DiD +0.0027 ± 0.0014,ok,"tion gives for an autocorrelation change of the data's size (+0.0027 ± 0.0014, condition (i) at W = 60 on t"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,0.0014,data,notes/review_results/partB/calibration_filtered_tables.md,line 8; the line holds 0.0014; anchor: (i) Δa (post filter) | W60,replicate SD 0.0014,ok," for an autocorrelation change of the data's size (+0.0027 ± 0.0014, condition (i) at W = 60 on the band-p"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",2,60,design,manuscript/analysis_record.md,line 189; anchor: W = 60,W = 60,ok,"e of the data's size (+0.0027 ± 0.0014, condition (i) at W = 60 on the band-passed generator, S10 Tabl"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",10,1,label,,,± 1 replicate SD: a multiplier,ok,at the post-injection window centres are the calibration's ± 1 replicate SD over its replicate datase
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,+0.0049,data,notes/review_results/partB/calibration_tables.md,"line 8; the line holds +0.0049; anchor: (i) Δa = −0.015, Δc = 0 | W60",residual DiD +0.0049 ± 0.0017,ok,"xact sign-flip p against this and the two other expectations, +0.0049 and +0.0054 (0.108, 0.219 and 0.251)."
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,+0.0054,data,notes/review_results/logs/review_v2_residual_null.log,line 16; the line holds +0.0054; anchor: null residual change: DMT +0.0041,DiD +0.0054,ok,"ip p against this and the two other expectations, +0.0049 and +0.0054 (0.108, 0.219 and 0.251)."
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,0.108,data,notes/review_results/partB/inference_revision_tables.md,line 309; the line holds 0.1079; anchor: | +0.0027 | 0.1079,B21 (b),ok,"nst this and the two other expectations, +0.0049 and +0.0054 (0.108, 0.219 and 0.251)."
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,0.219,data,notes/review_results/partB/inference_revision_tables.md,line 310; the line holds 0.2188; anchor: | +0.0049 | 0.2188,B21 (b),ok,"s and the two other expectations, +0.0049 and +0.0054 (0.108, 0.219 and 0.251)."
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,0.251,data,notes/review_results/partB/inference_revision_tables.md,line 311; the line holds 0.2506; anchor: | +0.0054 | 0.2506,B21 (b),ok,"two other expectations, +0.0049 and +0.0054 (0.108, 0.219 and 0.251)."
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,0.015,design,notes/review_results/partB/calibration_filtered_tables.md,line 8; anchor: (i) Δa (post filter),the calibration's condition (i): Δa = −0.015,ok,t grows with a and |q|. In simulations with a fall of about 0.015 in pair r₁ applied to the DMT run only 
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,+0.0027,data,notes/review_results/partB/calibration_filtered_tables.md,line 8; the line holds 0.0027; anchor: | (i) Δa (post filter) | W60 |,"B17b (i), residual DiD",ok," run only (Methods; Table 3; S10 Table), the residual DiD is +0.0027 ± 0.0014 on a band-passed generator wi"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,0.0014,data,notes/review_results/partB/calibration_filtered_tables.md,line 8; the line holds 0.0014; anchor: | (i) Δa (post filter) | W60 |,"B17b (i), residual DiD",ok,"(Methods; Table 3; S10 Table), the residual DiD is +0.0027 ± 0.0014 on a band-passed generator with the da"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,+0.0049,data,notes/review_results/partB/calibration_tables.md,"line 8; the line holds +0.0049; anchor: (i) Δa = −0.015, Δc = 0 | W60",residual DiD +0.0049 ± 0.0017,ok," 0.0014 on a band-passed generator with the data's spectrum, +0.0049 ± 0.0017 on AR(1) pairs, and +0.0054 o"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,0.0017,data,notes/review_results/partB/calibration_tables.md,"line 8; the line holds 0.0017; anchor: | (i) Δa = −0.015, Δc = 0 | W60 |","B17 (i), residual DiD",ok," a band-passed generator with the data's spectrum, +0.0049 ± 0.0017 on AR(1) pairs, and +0.0054 on a finit"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,1,label,,,AR(1): a name,ok,"d generator with the data's spectrum, +0.0049 ± 0.0017 on AR(1) pairs, and +0.0054 on a finite-sample"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,+0.0054,data,notes/review_results/logs/review_v2_residual_null.log,line 16; the line holds +0.0054; anchor: null residual change: DMT +0.0041,DiD +0.0054,ok,"th the data's spectrum, +0.0049 ± 0.0017 on AR(1) pairs, and +0.0054 on a finite-sample null that carries t"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,0.108,data,notes/review_results/partB/inference_revision_tables.md,line 309; the line holds 0.1079; anchor: | +0.0027 | 0.1079,B21 (b),ok,"ta's residual DiD is not distinguished from these (exact p = 0.108, 0.219 and 0.251). Per unit of pair r₁"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,0.219,data,notes/review_results/partB/inference_revision_tables.md,line 310; the line holds 0.2188; anchor: | +0.0049 | 0.2188,B21 (b),ok,"sidual DiD is not distinguished from these (exact p = 0.108, 0.219 and 0.251). Per unit of pair r₁ these "
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,0.251,data,notes/review_results/partB/inference_revision_tables.md,line 311; the line holds 0.2506; anchor: | +0.0054 | 0.2506,B21 (b),ok," is not distinguished from these (exact p = 0.108, 0.219 and 0.251). Per unit of pair r₁ these correspond"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,−0.18,derived,,derived: +0.00279 / −0.01540 = −0.181 (BE: residual DiD and window-level mean pair r₁ DiD),,ok,"8, 0.219 and 0.251). Per unit of pair r₁ these correspond to −0.18, −0.39 and −0.37. Across subjects the "
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,−0.39,data,notes/review_results/partB/diagnostic_alternatives_tables.md,line 108; the line holds -0.390; anchor: | (i) Δa = −0.015 |,B23 (b) (i): residual change / Δr₁ −0.390,ok,"9 and 0.251). Per unit of pair r₁ these correspond to −0.18, −0.39 and −0.37. Across subjects the data's "
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,−0.37,derived,,derived: +0.0054 / −0.0146 = −0.37 (NL: the null's residual DiD; derived_r17.out item 6: its own pair-r₁ DiD),,ok,"1). Per unit of pair r₁ these correspond to −0.18, −0.39 and −0.37. Across subjects the data's residual D"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,−0.75,data,notes/review_results/partB/inference_revision_tables.md,line 318; the line holds -0.7535; anchor: | ts_gsr | residual DiD | -0.7535,B21 (c),ok,"s subjects the data's residual DiD scales with the r₁ DiD at −0.75 per unit (OLS slope, t interval [−1.13"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,−1.13,data,notes/review_results/partB/inference_revision_tables.md,line 318; the line holds -1.1332; anchor: | ts_gsr | residual DiD | -0.7535,B21 (c),ok,"es with the r₁ DiD at −0.75 per unit (OLS slope, t interval [−1.13, −0.37]; Fig 3c), an interval that exc"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,2,−0.37,data,notes/review_results/partB/inference_revision_tables.md,line 318; the line holds -0.3737; anchor: | ts_gsr | residual DiD | -0.7535,B21 (c),ok," the r₁ DiD at −0.75 per unit (OLS slope, t interval [−1.13, −0.37]; Fig 3c), an interval that excludes t"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,2,1,label,,,AR(1): a name,ok," interval that excludes the band-passed rate, contains the AR(1) generator's and ends at the null's; "
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,−0.79,data,notes/review_2026-09-24/checks/derived_r17.out,line 3; the line holds -0.787; anchor: residual DiD / regional r1 DiD (ratio of means): -0.787,−0.787 per unit of whole-brain r₁,ok,"nd ends at the null's; at the group level the ratio of means, −0.79 per unit of whole-brain r₁ (−0.74 per"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,−0.74,derived,,derived: +0.0115 / −0.0155 = −0.74 (IRC residual DiD; RS line 10: pair r₁ DiD),,ok,"p level the ratio of means, −0.79 per unit of whole-brain r₁ (−0.74 per unit of pair r₁), has a Fieller i"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,−1.60,data,notes/review_2026-09-24/checks/derived_r17.out,line 3; the line holds -1.60; anchor: residual DiD / regional r1 DiD (ratio of means): -0.787,"Fieller 95 % [−1.60, −0.08]",ok,"in r₁ (−0.74 per unit of pair r₁), has a Fieller interval of [−1.60, −0.08], which contains all three. Th"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,−0.08,data,notes/review_2026-09-24/checks/derived_r17.out,line 3; the line holds -0.08; anchor: residual DiD / regional r1 DiD (ratio of means): -0.787,"Fieller 95 % [−1.60, −0.08]",ok,"−0.74 per unit of pair r₁), has a Fieller interval of [−1.60, −0.08], which contains all three. The per-s"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,−0.700,data,notes/review_results/partB/splithalf.log,"line 12; the line holds -0.700; anchor: cross r(res_odd, ac_even) = -0.385","ts_gsr: r(res_even, ac_odd) = −0.700",ok,"ct relation holds across split halves on the primary variant (−0.700 and −0.385), not on the sensitivity v"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,−0.385,data,notes/review_results/partB/splithalf.log,"line 12; the line holds -0.385; anchor: cross r(res_odd, ac_even) = -0.385","ts_gsr: r(res_odd, ac_even) = −0.385",ok," holds across split halves on the primary variant (−0.700 and −0.385), not on the sensitivity variant (−0."
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,−0.598,data,notes/review_results/partB/splithalf.log,"line 24; the line holds -0.598; anchor: cross r(res_odd, ac_even) = -0.598","ts_demean: r(res_odd, ac_even) = −0.598",ok," variant (−0.700 and −0.385), not on the sensitivity variant (−0.598 and −0.052). Since the generators app"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 2,1,−0.052,data,notes/review_results/partB/splithalf.log,"line 24; the line holds -0.052; anchor: cross r(res_odd, ac_even) = -0.598","ts_demean: r(res_even, ac_odd) = −0.052",ok,"0.700 and −0.385), not on the sensitivity variant (−0.598 and −0.052). Since the generators apply one chan"
